Model,Displ,Cyl,Drive,Fuel,Veh Class,Air Pollution Score,Greenhouse Gas Score,Comb CO2
SUBARU Ascent,2.4,4.0,4WD,Gasoline,standard SUV,5,5,398
SUBARU Ascent,2.4,4.0,4WD,Gasoline,standard SUV,5,5,398
SUBARU Ascent Limited/Touring/Onyx,2.4,4.0,4WD,Gasoline,standard SUV,5,4,419
SUBARU Ascent Limited/Touring/Onyx,2.4,4.0,4WD,Gasoline,standard SUV,5,4,419
SUBARU BRZ,2.4,4.0,2WD,Gasoline,small car,3,5,398
SUBARU BRZ,2.4,4.0,2WD,Gasoline,small car,3,5,398
SUBARU BRZ,2.4,4.0,2WD,Gasoline,small car,3,5,362
SUBARU BRZ,2.4,4.0,2WD,Gasoline,small car,3,5,362
SUBARU Crosstrek,2.0,4.0,4WD,Gasoline,small SUV,7,5,355
SUBARU Crosstrek,2.0,4.0,4WD,Gasoline,small SUV,7,5,355
SUBARU Crosstrek,2.0,4.0,4WD,Gasoline,small SUV,7,6,297
SUBARU Crosstrek,2.0,4.0,4WD,Gasoline,small SUV,7,6,297
SUBARU Crosstrek,2.5,4.0,4WD,Gasoline,small SUV,7,6,303
SUBARU Crosstrek,2.5,4.0,4WD,Gasoline,small SUV,7,6,303
SUBARU Crosstrek Hybrid,2.0,4.0,4WD,Gasoline/Electricity,small SUV,7,9,151
SUBARU Crosstrek Hybrid,2.0,4.0,4WD,Gasoline/Electricity,small SUV,6,9,151
SUBARU Forester,2.5,4.0,4WD,Gasoline,small SUV,7,6,310
SUBARU Forester,2.5,4.0,4WD,Gasoline,small SUV,7,6,310
SUBARU Forester Wilderness,2.5,4.0,4WD,Gasoline,small SUV,7,5,338
SUBARU Forester Wilderness,2.5,4.0,4WD,Gasoline,small SUV,7,5,338
SUBARU Impreza,2.0,4.0,4WD,Gasoline,midsize car,7,5,337
SUBARU Impreza,2.0,4.0,4WD,Gasoline,station wagon,7,5,335
SUBARU Impreza,2.0,4.0,4WD,Gasoline,midsize car,7,5,337
SUBARU Impreza,2.0,4.0,4WD,Gasoline,station wagon,7,5,335
SUBARU Impreza,2.0,4.0,4WD,Gasoline,midsize car,7,6,280
SUBARU Impreza,2.0,4.0,4WD,Gasoline,station wagon,7,6,285
SUBARU Impreza,2.0,4.0,4WD,Gasoline,midsize car,7,6,280
SUBARU Impreza,2.0,4.0,4WD,Gasoline,station wagon,7,6,285
SUBARU Impreza 4-Door Sport,2.0,4.0,4WD,Gasoline,midsize car,7,6,291
SUBARU Impreza 4-Door Sport,2.0,4.0,4WD,Gasoline,midsize car,7,6,291
SUBARU Impreza 5-Door Sport,2.0,4.0,4WD,Gasoline,station wagon,7,5,351
SUBARU Impreza 5-Door Sport,2.0,4.0,4WD,Gasoline,station wagon,7,5,351
SUBARU Impreza 5-Door Sport,2.0,4.0,4WD,Gasoline,station wagon,7,6,292
SUBARU Impreza 5-Door Sport,2.0,4.0,4WD,Gasoline,station wagon,7,6,292
SUBARU Legacy,2.4,4.0,4WD,Gasoline,large car,6,5,337
SUBARU Legacy,2.4,4.0,4WD,Gasoline,large car,6,5,337
SUBARU Legacy,2.5,4.0,4WD,Gasoline,large car,7,6,295
SUBARU Legacy,2.5,4.0,4WD,Gasoline,large car,7,6,295
SUBARU Outback AWD,2.4,4.0,4WD,Gasoline,small SUV,6,5,356
SUBARU Outback AWD,2.4,4.0,4WD,Gasoline,small SUV,6,5,356
SUBARU Outback AWD,2.5,4.0,4WD,Gasoline,small SUV,7,6,314
SUBARU Outback AWD,2.5,4.0,4WD,Gasoline,small SUV,7,6,314
SUBARU Outback Wilderness,2.4,4.0,4WD,Gasoline,small SUV,6,5,378
SUBARU Outback Wilderness,2.4,4.0,4WD,Gasoline,small SUV,6,5,378
SUBARU Solterra,0.0,0.0,4WD,Electricity,small SUV,10,10,0
SUBARU Solterra,0.0,0.0,4WD,Electricity,small SUV,10,10,0
SUBARU Solterra Limited / Touring,0.0,0.0,4WD,Electricity,small SUV,10,10,0
SUBARU Solterra Limited / Touring,0.0,0.0,4WD,Electricity,small SUV,10,10,0
SUBARU WRX,2.4,4.0,4WD,Gasoline,midsize car,3,5,407
SUBARU WRX,2.4,4.0,4WD,Gasoline,midsize car,3,5,407
SUBARU WRX,2.4,4.0,4WD,Gasoline,midsize car,3,4,419
SUBARU WRX,2.4,4.0,4WD,Gasoline,midsize car,3,4,419
TESLA Model 3,0.0,0.0,2WD,Electricity,midsize car,10,10,0
TESLA Model 3,0.0,0.0,2WD,Electricity,midsize car,10,10,0
TESLA Model 3 Long Range,0.0,0.0,4WD,Electricity,midsize car,10,10,0
TESLA Model 3 Long Range,0.0,0.0,4WD,Electricity,midsize car,10,10,0
TESLA Model 3 Performance,0.0,0.0,4WD,Electricity,midsize car,10,10,0
TESLA Model 3 Performance,0.0,0.0,4WD,Electricity,midsize car,10,10,0
TESLA Model S,0.0,0.0,4WD,Electricity,large car,10,10,0
TESLA Model S,0.0,0.0,4WD,Electricity,large car,10,10,0
TESLA Model X,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
TESLA Model X,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
"TESLA Model X Plaid (20"" Wheels)",0.0,0.0,4WD,Electricity,standard SUV,10,10,0
"TESLA Model X Plaid (20"" Wheels)",0.0,0.0,4WD,Electricity,standard SUV,10,10,0
"TESLA Model X Plaid (22"" Wheels)",0.0,0.0,4WD,Electricity,standard SUV,10,10,0
"TESLA Model X Plaid (22"" Wheels)",0.0,0.0,4WD,Electricity,standard SUV,10,10,0
TESLA Model Y,0.0,0.0,4WD,Electricity,small SUV,10,10,0
TESLA Model Y,0.0,0.0,4WD,Electricity,small SUV,10,10,0
TESLA Model Y Long Range,0.0,0.0,4WD,Electricity,small SUV,10,10,0
TESLA Model Y Long Range,0.0,0.0,4WD,Electricity,small SUV,10,10,0
TESLA Model Y Performance,0.0,0.0,4WD,Electricity,small SUV,10,10,0
TESLA Model Y Performance,0.0,0.0,4WD,Electricity,small SUV,10,10,0
TOYOTA 4Runner,4.0,6.0,2WD,Gasoline,standard SUV,5,3,503
TOYOTA 4Runner,4.0,6.0,2WD,Gasoline,standard SUV,5,3,503
TOYOTA 4Runner,4.0,6.0,4WD,Gasoline,standard SUV,5,3,515
TOYOTA 4Runner,4.0,6.0,4WD,Gasoline,standard SUV,5,3,519
TOYOTA 4Runner,4.0,6.0,4WD,Gasoline,standard SUV,5,3,515
TOYOTA 4Runner,4.0,6.0,4WD,Gasoline,standard SUV,5,3,519
TOYOTA Camry,3.5,6.0,2WD,Gasoline,midsize car,5,5,338
TOYOTA Camry,3.5,6.0,2WD,Gasoline,midsize car,5,5,338
TOYOTA Camry Hybrid LE,2.5,4.0,2WD,Gasoline,midsize car,7,9,170
TOYOTA Camry Hybrid LE,2.5,4.0,2WD,Gasoline,midsize car,7,9,170
TOYOTA Camry Hybrid SE/XLE/XSE,2.5,4.0,2WD,Gasoline,midsize car,7,8,195
TOYOTA Camry Hybrid SE/XLE/XSE,2.5,4.0,2WD,Gasoline,midsize car,7,8,195
TOYOTA Camry LE/SE,2.5,4.0,2WD,Gasoline,midsize car,7,6,280
TOYOTA Camry LE/SE,2.5,4.0,2WD,Gasoline,midsize car,7,6,280
TOYOTA Camry LE/SE,2.5,4.0,4WD,Gasoline,midsize car,6,6,310
TOYOTA Camry LE/SE,2.5,4.0,4WD,Gasoline,midsize car,6,6,310
TOYOTA Camry TRD,3.5,6.0,2WD,Gasoline,midsize car,5,5,354
TOYOTA Camry TRD,3.5,6.0,2WD,Gasoline,midsize car,5,5,354
TOYOTA Camry XLE/XSE,2.5,4.0,2WD,Gasoline,midsize car,7,6,286
TOYOTA Camry XLE/XSE,2.5,4.0,2WD,Gasoline,midsize car,7,6,286
TOYOTA Camry XLE/XSE,2.5,4.0,4WD,Gasoline,midsize car,6,6,315
TOYOTA Camry XLE/XSE,2.5,4.0,4WD,Gasoline,midsize car,6,6,315
TOYOTA Camry XSE,3.5,6.0,2WD,Gasoline,midsize car,5,5,345
TOYOTA Camry XSE,3.5,6.0,2WD,Gasoline,midsize car,5,5,345
TOYOTA Corolla,2.0,4.0,2WD,Gasoline,small car,7,7,258
TOYOTA Corolla,2.0,4.0,2WD,Gasoline,small car,7,7,254
TOYOTA Corolla,2.0,4.0,2WD,Gasoline,small car,7,7,258
TOYOTA Corolla,2.0,4.0,2WD,Gasoline,small car,7,7,254
TOYOTA Corolla Cross,2.0,4.0,2WD,Gasoline,small SUV,7,6,275
TOYOTA Corolla Cross,2.0,4.0,2WD,Gasoline,small SUV,7,6,275
TOYOTA Corolla Cross,2.0,4.0,4WD,Gasoline,small SUV,7,6,293
TOYOTA Corolla Cross,2.0,4.0,4WD,Gasoline,small SUV,7,6,293
TOYOTA Corolla Hatchback,2.0,4.0,2WD,Gasoline,small car,7,7,252
TOYOTA Corolla Hatchback,2.0,4.0,2WD,Gasoline,small car,7,7,252
TOYOTA Corolla Hatchback XSE,2.0,4.0,2WD,Gasoline,small car,7,6,266
TOYOTA Corolla Hatchback XSE,2.0,4.0,2WD,Gasoline,small car,7,6,266
TOYOTA Corolla Hybrid,1.8,4.0,2WD,Gasoline,small car,7,8,186
TOYOTA Corolla Hybrid,1.8,4.0,2WD,Gasoline,small car,7,8,178
TOYOTA Corolla Hybrid,1.8,4.0,2WD,Gasoline,small car,7,8,186
TOYOTA Corolla Hybrid,1.8,4.0,2WD,Gasoline,small car,7,8,178
TOYOTA Corolla Hybrid,1.8,4.0,4WD,Gasoline,small car,7,8,199
TOYOTA Corolla Hybrid,1.8,4.0,4WD,Gasoline,small car,7,8,189
TOYOTA Corolla Hybrid,1.8,4.0,4WD,Gasoline,small car,7,8,199
TOYOTA Corolla Hybrid,1.8,4.0,4WD,Gasoline,small car,7,8,189
TOYOTA GR Corolla,1.6,3.0,4WD,Gasoline,small car,5,5,368
TOYOTA GR Corolla,1.6,3.0,4WD,Gasoline,small car,5,5,368
TOYOTA GR86,2.4,4.0,2WD,Gasoline,small car,3,5,397
TOYOTA GR86,2.4,4.0,2WD,Gasoline,small car,3,5,397
TOYOTA GR86,2.4,4.0,2WD,Gasoline,small car,3,5,360
TOYOTA GR86,2.4,4.0,2WD,Gasoline,small car,3,5,360
TOYOTA Highlander,2.4,4.0,2WD,Gasoline,small SUV,7,5,370
TOYOTA Highlander,2.4,4.0,2WD,Gasoline,small SUV,7,5,359
TOYOTA Highlander,2.4,4.0,2WD,Gasoline,small SUV,7,5,370
TOYOTA Highlander,2.4,4.0,2WD,Gasoline,small SUV,7,5,359
TOYOTA Highlander,2.4,4.0,4WD,Gasoline,small SUV,7,5,371
TOYOTA Highlander,2.4,4.0,4WD,Gasoline,small SUV,7,5,371
TOYOTA Highlander Hybrid,2.5,4.0,2WD,Gasoline,small SUV,7,7,245
TOYOTA Highlander Hybrid,2.5,4.0,2WD,Gasoline,small SUV,7,7,245
TOYOTA Highlander Hybrid,2.5,4.0,4WD,Gasoline,standard SUV,7,7,254
TOYOTA Highlander Hybrid,2.5,4.0,4WD,Gasoline,standard SUV,7,7,254
TOYOTA Highlander Hybrid LTD/PLAT,2.5,4.0,4WD,Gasoline,standard SUV,7,7,253
TOYOTA Highlander Hybrid LTD/PLAT,2.5,4.0,4WD,Gasoline,standard SUV,7,7,253
TOYOTA Mirai LE,0.0,0.0,2WD,Hydrogen,small car,10,10,0
TOYOTA Mirai LE,0.0,0.0,2WD,Hydrogen,small car,10,10,0
TOYOTA Mirai Limited,0.0,0.0,2WD,Hydrogen,small car,10,10,0
TOYOTA Mirai Limited,0.0,0.0,2WD,Hydrogen,small car,10,10,0
TOYOTA Mirai XLE,0.0,0.0,2WD,Hydrogen,small car,10,10,0
TOYOTA Mirai XLE,0.0,0.0,2WD,Hydrogen,small car,10,10,0
TOYOTA Prius,2.0,4.0,2WD,Gasoline,midsize car,7,9,155
TOYOTA Prius,2.0,4.0,2WD,Gasoline,midsize car,7,9,155
TOYOTA Prius,2.0,4.0,4WD,Gasoline,midsize car,7,9,163
TOYOTA Prius,2.0,4.0,4WD,Gasoline,midsize car,7,9,163
TOYOTA Prius XLE/LTD,2.0,4.0,2WD,Gasoline,midsize car,7,9,169
TOYOTA Prius XLE/LTD,2.0,4.0,2WD,Gasoline,midsize car,7,9,169
TOYOTA Prius XLE/LTD,2.0,4.0,4WD,Gasoline,midsize car,7,8,179
TOYOTA Prius XLE/LTD,2.0,4.0,4WD,Gasoline,midsize car,7,8,179
TOYOTA RAV4,2.5,4.0,2WD,Gasoline,small SUV,7,6,292
TOYOTA RAV4,2.5,4.0,2WD,Gasoline,small SUV,7,6,296
TOYOTA RAV4,2.5,4.0,2WD,Gasoline,small SUV,7,6,292
TOYOTA RAV4,2.5,4.0,2WD,Gasoline,small SUV,7,6,296
TOYOTA RAV4,2.5,4.0,4WD,Gasoline,small SUV,6,6,319
TOYOTA RAV4,2.5,4.0,4WD,Gasoline,small SUV,6,6,301
TOYOTA RAV4,2.5,4.0,4WD,Gasoline,small SUV,6,6,319
TOYOTA RAV4,2.5,4.0,4WD,Gasoline,small SUV,6,6,301
TOYOTA RAV4 Hybrid,2.5,4.0,4WD,Gasoline,small SUV,7,7,223
TOYOTA RAV4 Hybrid,2.5,4.0,4WD,Gasoline,small SUV,7,7,223
TOYOTA RAV4 Hybrid Woodland Edition,2.5,4.0,4WD,Gasoline,small SUV,7,7,240
TOYOTA RAV4 Hybrid Woodland Edition,2.5,4.0,4WD,Gasoline,small SUV,7,7,240
TOYOTA RAV4 LE,2.5,4.0,4WD,Gasoline,small SUV,6,6,296
TOYOTA RAV4 LE,2.5,4.0,4WD,Gasoline,small SUV,6,6,296
TOYOTA RAV4 PRIME,2.5,4.0,4WD,Gasoline/Electricity,small SUV,7,10,72
TOYOTA RAV4 PRIME,2.5,4.0,4WD,Gasoline/Electricity,small SUV,7,10,72
TOYOTA RAV4 TRD Offroad,2.5,4.0,4WD,Gasoline,small SUV,6,6,323
TOYOTA RAV4 TRD Offroad,2.5,4.0,4WD,Gasoline,small SUV,6,6,323
TOYOTA Sequoia,3.4,6.0,2WD,Gasoline,standard SUV,5,5,395
TOYOTA Sequoia,3.4,6.0,2WD,Gasoline,standard SUV,5,5,395
TOYOTA Sequoia,3.4,6.0,4WD,Gasoline,standard SUV,5,4,437
TOYOTA Sequoia,3.4,6.0,4WD,Gasoline,standard SUV,5,4,437
TOYOTA Sienna,2.5,4.0,2WD,Gasoline,minivan,7,7,246
TOYOTA Sienna,2.5,4.0,2WD,Gasoline,minivan,7,7,246
TOYOTA Sienna,2.5,4.0,4WD,Gasoline,minivan,7,7,253
TOYOTA Sienna,2.5,4.0,4WD,Gasoline,minivan,7,7,253
TOYOTA Supra 2.0,2.0,4.0,2WD,Gasoline,small car,7,5,322
TOYOTA Supra 2.0,2.0,4.0,2WD,Gasoline,small car,7,5,322
TOYOTA Supra 3.0,3.0,6.0,2WD,Gasoline,small car,5,4,411
TOYOTA Supra 3.0,3.0,6.0,2WD,Gasoline,small car,5,4,411
TOYOTA Supra 3.0,3.0,6.0,2WD,Gasoline,small car,5,5,342
TOYOTA Supra 3.0,3.0,6.0,2WD,Gasoline,small car,5,5,342
TOYOTA Tacoma,2.7,4.0,2WD,Gasoline,pickup,5,4,423
TOYOTA Tacoma,2.7,4.0,2WD,Gasoline,pickup,5,4,423
TOYOTA Tacoma,2.7,4.0,4WD,Gasoline,pickup,5,4,441
TOYOTA Tacoma,2.7,4.0,4WD,Gasoline,pickup,5,4,441
TOYOTA Tacoma,3.5,6.0,4WD,Gasoline,pickup,5,4,481
TOYOTA Tacoma,3.5,6.0,4WD,Gasoline,pickup,5,4,481
TOYOTA Tacoma,3.5,6.0,2WD,Gasoline,pickup,5,4,431
TOYOTA Tacoma,3.5,6.0,2WD,Gasoline,pickup,5,4,431
TOYOTA Tacoma,3.5,6.0,4WD,Gasoline,pickup,5,4,448
TOYOTA Tacoma,3.5,6.0,4WD,Gasoline,pickup,5,4,448
TOYOTA Tacoma D-CAB MT TRD-ORP/PRO,3.5,6.0,4WD,Gasoline,pickup,5,4,483
TOYOTA Tacoma D-CAB MT TRD-ORP/PRO,3.5,6.0,4WD,Gasoline,pickup,5,4,483
TOYOTA Toyota Crown,2.4,4.0,4WD,Gasoline,midsize car,7,6,293
TOYOTA Toyota Crown,2.4,4.0,4WD,Gasoline,midsize car,7,6,293
TOYOTA Toyota Crown,2.5,4.0,4WD,Gasoline,midsize car,7,8,214
TOYOTA Toyota Crown,2.5,4.0,4WD,Gasoline,midsize car,7,8,214
TOYOTA Tundra,3.4,6.0,2WD,Gasoline,pickup,5,5,408
TOYOTA Tundra,3.4,6.0,2WD,Gasoline,pickup,5,5,408
TOYOTA Tundra,3.4,6.0,2WD,Gasoline,pickup,5,4,441
TOYOTA Tundra,3.4,6.0,2WD,Gasoline,pickup,5,4,441
TOYOTA Tundra,3.4,6.0,2WD,Gasoline,pickup,5,4,441
TOYOTA Tundra,3.4,6.0,2WD,Gasoline,pickup,5,4,441
TOYOTA Tundra,3.4,6.0,4WD,Gasoline,pickup,5,4,437
TOYOTA Tundra,3.4,6.0,4WD,Gasoline,pickup,5,4,437
TOYOTA Tundra,3.4,6.0,4WD,Gasoline,pickup,5,4,460
TOYOTA Tundra,3.4,6.0,4WD,Gasoline,pickup,5,4,459
TOYOTA Tundra,3.4,6.0,4WD,Gasoline,pickup,5,4,460
TOYOTA Tundra,3.4,6.0,4WD,Gasoline,pickup,5,4,459
TOYOTA Tundra PRO,3.4,6.0,4WD,Gasoline,pickup,5,4,461
TOYOTA Tundra PRO,3.4,6.0,4WD,Gasoline,pickup,5,4,461
TOYOTA Venza,2.5,4.0,4WD,Gasoline,small SUV,7,7,227
TOYOTA Venza,2.5,4.0,4WD,Gasoline,small SUV,7,7,227
TOYOTA bZ4X,0.0,0.0,2WD,Electricity,small SUV,10,10,0
TOYOTA bZ4X,0.0,0.0,2WD,Electricity,small SUV,10,10,0
TOYOTA bZ4X,0.0,0.0,4WD,Electricity,small SUV,10,10,0
TOYOTA bZ4X,0.0,0.0,4WD,Electricity,small SUV,10,10,0
TOYOTA bZ4X Limited,0.0,0.0,2WD,Electricity,small SUV,10,10,0
TOYOTA bZ4X Limited,0.0,0.0,2WD,Electricity,small SUV,10,10,0
TOYOTA bZ4X Limited,0.0,0.0,4WD,Electricity,small SUV,10,10,0
TOYOTA bZ4X Limited,0.0,0.0,4WD,Electricity,small SUV,10,10,0
VOLKSWAGEN Atlas,2.0,4.0,2WD,Gasoline,small SUV,3,5,387
VOLKSWAGEN Atlas,2.0,4.0,2WD,Gasoline,small SUV,3,5,387
VOLKSWAGEN Atlas,3.6,6.0,2WD,Gasoline,small SUV,5,4,445
VOLKSWAGEN Atlas,3.6,6.0,2WD,Gasoline,small SUV,5,4,445
VOLKSWAGEN Atlas 4Motion,2.0,4.0,4WD,Gasoline,small SUV,3,5,411
VOLKSWAGEN Atlas 4Motion,2.0,4.0,4WD,Gasoline,small SUV,3,5,411
VOLKSWAGEN Atlas 4Motion,3.6,6.0,4WD,Gasoline,small SUV,5,4,450
VOLKSWAGEN Atlas 4Motion,3.6,6.0,4WD,Gasoline,small SUV,5,4,450
VOLKSWAGEN Atlas Cross Sport,2.0,4.0,2WD,Gasoline,small SUV,3,5,391
VOLKSWAGEN Atlas Cross Sport,2.0,4.0,2WD,Gasoline,small SUV,3,5,391
VOLKSWAGEN Atlas Cross Sport,3.6,6.0,2WD,Gasoline,small SUV,5,4,435
VOLKSWAGEN Atlas Cross Sport,3.6,6.0,2WD,Gasoline,small SUV,5,4,435
VOLKSWAGEN Atlas Cross Sport 4Motion,2.0,4.0,4WD,Gasoline,small SUV,3,5,412
VOLKSWAGEN Atlas Cross Sport 4Motion,2.0,4.0,4WD,Gasoline,small SUV,3,5,412
VOLKSWAGEN Atlas Cross Sport 4Motion,3.6,6.0,4WD,Gasoline,small SUV,5,4,443
VOLKSWAGEN Atlas Cross Sport 4Motion,3.6,6.0,4WD,Gasoline,small SUV,5,4,443
VOLKSWAGEN GLI,2.0,4.0,2WD,Gasoline,small car,7,6,297
VOLKSWAGEN GLI,2.0,4.0,2WD,Gasoline,small car,7,6,297
VOLKSWAGEN GLI,2.0,4.0,2WD,Gasoline,small car,7,6,299
VOLKSWAGEN GLI,2.0,4.0,2WD,Gasoline,small car,7,6,299
VOLKSWAGEN GTI,2.0,4.0,2WD,Gasoline,small car,5,6,319
VOLKSWAGEN GTI,2.0,4.0,2WD,Gasoline,small car,5,6,319
VOLKSWAGEN GTI,2.0,4.0,2WD,Gasoline,small car,5,5,330
VOLKSWAGEN GTI,2.0,4.0,2WD,Gasoline,small car,5,5,330
VOLKSWAGEN Golf-R,2.0,4.0,4WD,Gasoline,small car,5,5,343
VOLKSWAGEN Golf-R,2.0,4.0,4WD,Gasoline,small car,5,5,343
VOLKSWAGEN Golf-R,2.0,4.0,4WD,Gasoline,small car,5,5,382
VOLKSWAGEN Golf-R,2.0,4.0,4WD,Gasoline,small car,5,5,382
VOLKSWAGEN ID.4,0.0,0.0,2WD,Electricity,small SUV,10,10,0
VOLKSWAGEN ID.4,0.0,0.0,2WD,Electricity,small SUV,10,10,0
VOLKSWAGEN ID.4 AWD Pro,0.0,0.0,4WD,Electricity,small SUV,10,10,0
VOLKSWAGEN ID.4 AWD Pro,0.0,0.0,4WD,Electricity,small SUV,10,10,0
VOLKSWAGEN ID.4 AWD Pro S,0.0,0.0,4WD,Electricity,small SUV,10,10,0
VOLKSWAGEN ID.4 AWD Pro S,0.0,0.0,4WD,Electricity,small SUV,10,10,0
VOLKSWAGEN ID.4 Pro,0.0,0.0,2WD,Electricity,small SUV,10,10,0
VOLKSWAGEN ID.4 Pro,0.0,0.0,2WD,Electricity,small SUV,10,10,0
VOLKSWAGEN ID.4 Pro S,0.0,0.0,2WD,Electricity,small SUV,10,10,0
VOLKSWAGEN ID.4 Pro S,0.0,0.0,2WD,Electricity,small SUV,10,10,0
VOLKSWAGEN ID.4 S,0.0,0.0,2WD,Electricity,small SUV,10,10,0
VOLKSWAGEN ID.4 S,0.0,0.0,2WD,Electricity,small SUV,10,10,0
VOLKSWAGEN Jetta,1.5,4.0,2WD,Gasoline,small car,7,7,265
VOLKSWAGEN Jetta,1.5,4.0,2WD,Gasoline,small car,7,7,256
VOLKSWAGEN Jetta Sport/SE/SEL,1.5,4.0,2WD,Gasoline,small car,7,6,268
VOLKSWAGEN Taos,1.5,4.0,2WD,Gasoline,small SUV,7,6,286
VOLKSWAGEN Taos 4Motion,1.5,4.0,4WD,Gasoline,small SUV,7,6,321
VOLKSWAGEN Taos 4Motion,1.5,4.0,4WD,Gasoline,small SUV,7,6,321
VOLKSWAGEN Taos 4Motion,1.5,4.0,4WD,Gasoline,small SUV,7,6,321
VOLKSWAGEN Tiguan,2.0,4.0,2WD,Gasoline,small SUV,7,5,343
VOLKSWAGEN Tiguan,2.0,4.0,2WD,Gasoline,small SUV,7,5,343
VOLKSWAGEN Tiguan 4Motion,2.0,4.0,4WD,Gasoline,small SUV,7,5,357
VOLKSWAGEN Tiguan 4Motion,2.0,4.0,4WD,Gasoline,small SUV,7,5,357
VOLKSWAGEN Tiguan R-Line 4Motion,2.0,4.0,4WD,Gasoline,small SUV,7,5,369
VOLKSWAGEN Tiguan R-Line 4Motion,2.0,4.0,4WD,Gasoline,small SUV,7,5,369
VOLKSWAGEN Tiguan S,2.0,4.0,2WD,Gasoline,small SUV,7,5,331
VOLKSWAGEN Tiguan S,2.0,4.0,2WD,Gasoline,small SUV,7,5,331
VOLVO C40 Recharge twin,0.0,0.0,4WD,Electricity,small SUV,10,10,0
VOLVO C40 Recharge twin,0.0,0.0,4WD,Electricity,small SUV,10,10,0
VOLVO S60 B5,2.0,4.0,2WD,Gasoline,small car,5,6,299
VOLVO S60 B5,2.0,4.0,2WD,Gasoline,small car,5,6,299
VOLVO S60 B5,2.0,4.0,4WD,Gasoline,small car,5,6,316
VOLVO S60 B5,2.0,4.0,4WD,Gasoline,small car,5,6,316
VOLVO S60 T8 Recharge,2.0,4.0,4WD,Gasoline/Electricity,small car,7,10,99
VOLVO S60 T8 Recharge,2.0,4.0,4WD,Gasoline/Electricity,small car,7,10,99
VOLVO S90 B6,2.0,4.0,4WD,Gasoline,midsize car,7,5,337
VOLVO S90 B6,2.0,4.0,4WD,Gasoline,midsize car,7,5,337
VOLVO S90 T8 AWD Recharge ext. Range,2.0,4.0,4WD,Gasoline/Electricity,midsize car,7,10,110
VOLVO S90 T8 AWD Recharge ext. Range,2.0,4.0,4WD,Gasoline/Electricity,midsize car,7,10,110
VOLVO V60 T8 AWD Recharge ext. Range,2.0,4.0,4WD,Gasoline/Electricity,station wagon,7,10,99
VOLVO V60 T8 AWD Recharge ext. Range,2.0,4.0,4WD,Gasoline/Electricity,station wagon,7,10,99
VOLVO V60CC B5,2.0,4.0,4WD,Gasoline,station wagon,5,5,339
VOLVO V60CC B5,2.0,4.0,4WD,Gasoline,station wagon,5,5,339
VOLVO V90CC B6,2.0,4.0,4WD,Gasoline,station wagon,7,5,352
VOLVO V90CC B6,2.0,4.0,4WD,Gasoline,station wagon,7,5,352
VOLVO XC40 B4,2.0,4.0,2WD,Gasoline,small SUV,5,5,330
VOLVO XC40 B4,2.0,4.0,2WD,Gasoline,small SUV,5,5,330
VOLVO XC40 B5,2.0,4.0,4WD,Gasoline,small SUV,5,5,345
VOLVO XC40 B5,2.0,4.0,4WD,Gasoline,small SUV,5,5,345
VOLVO XC40 Recharge twin,0.0,0.0,4WD,Electricity,small SUV,10,10,0
VOLVO XC40 Recharge twin,0.0,0.0,4WD,Electricity,small SUV,10,10,0
VOLVO XC60 B5,2.0,4.0,2WD,Gasoline,small SUV,5,5,342
VOLVO XC60 B5,2.0,4.0,2WD,Gasoline,small SUV,5,5,342
VOLVO XC60 B5,2.0,4.0,4WD,Gasoline,small SUV,5,5,353
VOLVO XC60 B5,2.0,4.0,4WD,Gasoline,small SUV,5,5,353
VOLVO XC60 B6,2.0,4.0,4WD,Gasoline,small SUV,7,5,375
VOLVO XC60 B6,2.0,4.0,4WD,Gasoline,small SUV,7,5,375
VOLVO XC60 T8 Recharge,2.0,4.0,4WD,Gasoline/Electricity,small SUV,7,10,122
VOLVO XC60 T8 Recharge,2.0,4.0,4WD,Gasoline/Electricity,small SUV,7,10,122
VOLVO XC90 B5,2.0,4.0,4WD,Gasoline,standard SUV,5,5,358
VOLVO XC90 B5,2.0,4.0,4WD,Gasoline,standard SUV,5,5,358
VOLVO XC90 B6,2.0,4.0,4WD,Gasoline,standard SUV,7,5,401
VOLVO XC90 B6,2.0,4.0,4WD,Gasoline,standard SUV,7,5,401
VOLVO XC90 T8 Recharge,2.0,4.0,4WD,Gasoline/Electricity,standard SUV,7,9,137
VOLVO XC90 T8 Recharge,2.0,4.0,4WD,Gasoline/Electricity,standard SUV,7,9,137
